job_title	post_url	company	location	summary
Residential Driver	https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BJT8Gq20O-sIzp1mOPZdMtAhPnipLjeqJ6bROaqr2fB_rYojWBuOrpM2WeJ5blHrWWbLuZ33XaZY9lXQucTa_rdKTdnwvBLQ-dnKrVnS0urkcu4qbdhMF83ADi2_ErdZW6B4bTo5HtIXcqanGJ2tpceS37kmwKlUBpBxbWpjBaM_PZITq1fwbaJiA0e3g2lYlD9S_FaVRzLLu4oL6KAzuvmF7tlSV1t8NxFDlXhcCcDv8BE3Ithdiqc3HfgxF6M-uTlp4BifyBKypyaKxE2KzQtljUYo8fD4CIB1J1N0IMfho3De9RXHP8o2p7KA3whtWEJgGuDLwcvmxHK5tNL43rQYvv_C_8ufXUhM2w8nghFvI6-p3nuE5boPjZMWfmt76p-fsnuerI3kXWPqLRh1rvOybmXViWf3fna7eouwWm13pA2_q6ohdVwGV0aUbbSTOuId8KNuLR8tLylD1oOcgqxRJZt6gA-X6uE7w6eAUeSkw9x9dCiefpB-sgUN_n8Hs=&vjs=3&p=4&fvj=0	Republic Services	Bella Vista, AR 72715	All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, sexual orientation, gender identity or...
Licensed Practical Nurse (LPN)-Med/Surg	https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DoN9RRCP308DBfQKmOj5iLO9ZWNSQz7YieYWGEUf1QN0ByfYUEAxzr4fVgxahFcjnZP1EsIc4en7ZjmKfKogl6b3bLec_h7C8y_P1JfjB80hnkRURhDyLCL8i-vqCs6wIa02xKQsKdFtsmN9kjWQ-JioRvDUFFZrRWY98kuylVrpY4bpQL4fOnXRu7VI6PMoOJ_puO65jm6e1Presu969bHZFcuMmXjcLzSbXVxC--lB2QPpqIk3c4pVDwC0Z9R85P5bVUlILN0orXN0R282duRqhJp0_8peoKFg2cvOKjwTpwFEvfzsVg1EbD1Jv31iRXJdVJrZeVnRLmQFS991eUTIxZnqMcY8e8yiiXTbjg1MPJrS7JepOY6uXSzWc12PFv3GddNIq30YzpRgayioOg1INhSz2oRvNaOLST7D4ES144hMbvapnSOqa4vTnLowxJfDqgsLk5A_yc06wfEmWQQ0UjXlAJWCymKf6nWnu4pSHjgrNL61loJP4mLKZbFpMzc2vPEmc042jL288-sBPS&vjs=3&p=5&fvj=1	Jefferson Regional Medical Center	Pine Bluff, AR 71603	The LPN is responsible for collecting data and competently performing select nursing procedures. Licensed Practical Nurse*....
Full Service Shopper (Car Required)	https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DwSHiM5jvKscjSkkyK5CXhRwUJkvTBSbL_3cT-d-_sDibCokUXwhcbcUplTreOQZlKSBLGtSiNLh5cUXqAdVGi1AtWx9Vp9XpzobbPxhtabqxlijn6KFOO5ozNCKdKI-z7SNJO8GkezKrVNsT1ngnU4K5yzPVS7uQkfMqOJ9nHiXO06rsbnnCjHqVm_TK1gHCLn2_ez8hl-uB24V9aoMzd2HuqouMmeDTKWRJ8H0J_Ur6_Wn5DIgOPnEGUkOjIkJB2c2JfqlTzgv143ICYvkCCNEWyILX6fWcq3qO6d6Q1heuIam8R2yfilIEZsZ4pLBqTCe7bzeBcVUAiqjYdKl-nwdACGvQ1S1-_1eyMLnIKOx70vOFdNkgzX_-U7f9YAI01Oj1AUW1WZeZHfbbiPRBNlawb04QTpWwKCawRJqtAEK21SZ_NKSbeLeRayco14DVgFnr0esaIhDozCC2vfipj&vjs=3&p=1&fvj=0	Instacart Shoppers	Waldo, AR 71770	Earn money shopping and delivering groceries, giving customers more time to do what they love. Be Independent Schedule work around your own life. Have Fun...
Driver	https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B2LP6KtwgLMWcIJbzQK4y118hUYa2NHT0ELzb4aR6nDrO9_32R0LtanF1QjU5TSjuVhYqjHoO8MH-FgrHuNlr8Y5Wk01yYTAHb9tcFR7t6uYonP18m89A-pC6OI_VgmlE9_WOeNlgAeFQH0BOqDqYCjdGtyBhMz1r6ZuIdVvP2BBUjtFMxmuaKS-Y5m1Z15JTx9JUUoj2LXX39sWc8UIUFJ_MXbPl52Je1nEx8fRs9KIV5Et72RjRG-uzJFaTJoizifJqRpxIybA5UB9An8dAolETykojx7gYVdBJxYHluWT_iWO02EUK-Y40402neVOBiMElhFvW7AeaSK10mOe3GRcjGgCEzkHBA549ERtO2uYwmKZ_Tb4nQoOx12s8VKO8DxHUaw4-pULqVIVlFr0qsRl-uUmRwuJZ28jMWc084DFCFUcAjrbUkoyJ-BQP2wCQL4USqwX6GVPx_2joozAhXtJoSVxn4lPg=&vjs=3&p=2&fvj=0	Pizza Hut	Magnolia, AR 71753	Keep in mind, this is just basic information. Buckle up, hit the open road and start making hungry people happy as a delivery driver for Pizza Hut®....
Systems Analyst Programmer I	https://www.indeed.com/rc/clk?jk=d8c5f2eb8edcdd5e&fccid=a86e379b94638c7a&vjs=3	Arkansas Blue Cross and Blue Shield	Little Rock, AR	Degree in Computer Information Systems, Computer Science, Management Information Systems, etc.). This position is accountable for the development, maintenance...
Direct Care Worker-Paragould	https://www.indeed.com/company/United-Cerebral-Palsy/jobs/Direct-Care-Worker-6a51d99734f383a1?fccid=c472229c4ce577f1&vjs=3	United Cerebral Palsy	Paragould, AR	Make verbal reports to next shift or other support staff to exchange needed daily information. Complete required written documentation i.e. Staff communication...
Truck Salesperson	https://www.indeed.com/rc/clk?jk=c3d5b0b3094bcb6a&fccid=3f211f96def89508&vjs=3	MHC Kenworth	Little Rock, AR	Keeps informed on new products and other general information of interest to customers that will assist in sales efforts....
Digital Services Specialist I	https://www.indeed.com/rc/clk?jk=ccdc2b1563d8c70d&fccid=ee41696e9d51bdac&vjs=3	Bank OZK	Ozark, AR	1 year experience with computer skills, including Microsoft Word and Excel. The Digital Services Specialist I assists the Digital Services Manager in all duties...
Staff Software Engineer - Frontend Web Development	https://www.indeed.com/rc/clk?jk=6110c11ea150f587&fccid=822bc5d9a49270ea&vjs=3	Walmart Stores	Bentonville, AR 72712	Bachelor's degree in Computer Science and 4 years experience in software engineering or related field OR 6 years experience in software engineering or related...
Heifer Urban Farm Technician	https://www.indeed.com/rc/clk?jk=403c7ccad8244fe9&fccid=fd9953530cf6c1b9&vjs=3	Heifer International	Little Rock, AR	Working at a computer for extended periods of time. Ability to work with sensitive information and to maintain confidentiality....
Legal Assistant/Receptionist	https://www.indeed.com/company/The-Crow-Firm,-Attorneys-at-Law,-P.A./jobs/Legal-Assistant-Receptionist-78728ae6c275f19e?fccid=a00bb09fa4c847e9&vjs=3	Crow Durbin & Speights, Attorneys at Law	Hot Springs, AR 71901	Ability to operate standard office equipment such as computers, printers, scanners and copiers; Legal assistant/receptionist needed for joint law firm and real...
Part Time Student Intern	https://www.indeed.com/rc/clk?jk=7a4c389ba949b6b4&fccid=c912c90cbeb04c71&vjs=3	Pace Industries	Harrison, AR 72601	The ideal candidates are students interested in Mechanical Engineering, Industrial Engineering, Machining Engineering, CNC (Computer Numeric Control) Programing...
Bird Removal Technician -PT Fort Smith, AR	https://www.indeed.com/rc/clk?jk=9018b55527b4ab3d&fccid=78e1bb215156ed55&vjs=3	Meridian Bird Removal	Fort Smith, AR 72901	For more information about our company's core values, this position, and other interesting facts about Meridian Bird Removal, please visit our website:....
Team Director	https://www.indeed.com/company/NWA-Real-Estate-HUB--Keller-Williams-Market-Pro-Realty/jobs/Team-Director-be68cce841ec2b1b?fccid=87f9e889a77b04ca&vjs=3	NWA Real Estate HUB-Keller Williams Market Pro Rea...	Fayetteville, AR 72704	Brought new clients onboard by capturing their relevant data for Team systems. Taught new members how to use ARA forms, DotLoop and other team tech systems....
Full Service Shopper (Car Required)	https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DwSHiM5jvKscjSkkyK5CXhRwUJkvTBSbL_3cT-d-_sDibCokUXwhcbgyY_gdUt3NkiDsqBXdzAZK9AMtK5VGK_UU60RXa0wTzA9_F42aPREBKZJaxCY_pZaB1izriU6U4ueUaMOtf-QJU010_qXktIUJO52H6WJi1QMCv6rcAM6YQK1tpRsDpPB_kIzMY1GFRrEdhvFkGpwXzZaadT6kq-F2LWBdXC0e9AG6km85ODIFHURgjVoIL_NNSnbd1bAY0_tKs9bLQGpZJ8NPY8zwpfiHZsuMBwVFO4YZykPDHpsk3s_QMNtbRxIUCUl3OjdZfJ7scvChZIQul3dFkicEhZoxTMhyxZAk9pk6aJmPkICWG91ErYj8cSAQDDeFc3oUqD4rAB_tcHyLSY5g4lKAb3LXi0FfiiUIp65E3yvnWoyTz-kGkwe43GAZsTFkxAefHTgIURIEBhwtXr_c-cx6OK&vjs=3&p=1&fvj=0	Instacart Shoppers	Everton, AR 72633	Earn money shopping and delivering groceries, giving customers more time to do what they love. Be Independent Schedule work around your own life. Have Fun...
Loan Rehabilitation Specialist	https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BLJhx-2GrHcR1f3W96JnN_PYWkRa8Kbx4qIBbEXLyJyonNCZUKMvs5qNBj0Vnvx3U3vszyLfZVspasyoZxMW7OJbzeOb7twnVxquWWqXJ8rF-hT7gjz9xuR0tgo94z-d_zDjtknsEd5fj_njZl0BVsQvr3rVVL9ItC7O7DUXrHI2UHDzXWdTtVvdiHuzVHR6vifDoc9E76oaxoCe8Sn3YpvWrJcoLSBkMy50ae064B4CWVS25_owRzUpXZFYTUta97fOMxk28r65gT8OmJqgIO1ydbGoYmaYsATexUHeVC4kuJP00fMYL7RZz9VcEyVRYor-BhGE9hq_dIoJirvJrkVWZ3QtmcJ8abQ8wK3NurL-_ZzGv_RHuB5n532qoA463dAuKJCQ-gsffZuxx7Kk_irNm31mgGFvrUpK4IVinJPGl9-mlKiN9-pwHXS1lA6_ZqKzSn_oZaueTPA_LsceavOB4CgQ5N0ttaeS_gxPaRCe75ZKFnZ7U6uXIyomEkO3M=&vjs=3&p=2&fvj=1	Mid-South Adjustment	Alexander, AR	Information gathering to locate new contact info. Working knowledge of modern office procedures, methods, and computer equipment....
Media Buyer	https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0A8DcSSnDEpkWJ26_yrPDdhx6XDq5RUxwCFgnpzaIW0Twsx86Q09C8GAfSv-jJonhp1lBBonmuR7o-Ss-99gPtmq_4n41A6LRnbhNh6ihG8ZRQn1GCt6zfP_IF6UcBrBg7k6VFK-Fcl_o8yfVSYIx1qafIhMYxYpxwQJeNvn_hGrlbzmbCYCUkNxfwDvKYgAKd0pnByo1z2_qlFIZtIW-g9CpUa3Fw6DDc1H3OSCBJpSaSfFr8kDYlnD4YRVpCvJCVdQib_Glc2uS7WE95mlEwCv_ORYaCQPpudNRqtGa1ZhJnu_HD2NecYg2a0H9rXYA37jHo2fLNMwVten0DXZX17UJue3tDanHYlGXQrq5yGrbWoBBFcvvDoDCJGrr6YroAA7WMR8rIYojy5aN00p3JIKEMQj_B4UT3E99YLEBHGDaiODI13H1oZmzL3r7Aah6ix5fxOLY4yhalxF7moTIx2xsdWhbohVwvSeDFG1sa6Lg==&vjs=3&p=3&fvj=1	The Design Group	Little Rock, AR 72201 (Downtown area)	*The Design Group, Arkansas’ LEADER in multicultural marketing seeks qualified candidate: Position: Media Buyer* Arkansas’ fastest growing Marketing and...
Production	https://www.indeed.com/rc/clk?jk=6cf4434cc63154a1&fccid=88df21fa0b5d07c4&vjs=3	Pizza Hut	Magnolia, AR 71753	Keep in mind, this is just basic information. Working at Pizza Hut® is about making hungry people happy....
Applications Engineer	https://www.indeed.com/rc/clk?jk=11cabe470119b3a0&fccid=0059806ce5dabd16&vjs=3	National Oilwell Varco	Little Rock, AR	Computer literacy using Microsoft Word, Excel, Power Point, or other comparable software. Bachelors Degree in Engineering or Material Science from an accredited...
Leasing Consultant	https://www.indeed.com/company/Trinity-Multifamily/jobs/Leasing-Consultant-ea4ef757696e7cce?fccid=0de02623f1fd4254&vjs=3	Trinity Multifamily	Little Rock, AR	We would prefer someone who is familiar with computers and the internet, including spreadsheet and excel. Do you have an interest in property management?...
Maintenance Tech Industrial	https://www.indeed.com/company/Lamb-&-Associates-Packaging,-Inc./jobs/Maintenance-Tech-Industrial-51e074fa21459cfe?fccid=65b56569a5636879&vjs=3	Lamb & Associates Packaging, Inc.	Maumelle, AR 72113	And replaces and repairs wiring as needed (including computer cable). May operate a computer which controls and monitors mechanical equipment and utility...
Associate for Administration	https://www.indeed.com/rc/clk?jk=4d939b29bcceb3bb&fccid=63f1070d718344d5&vjs=3	University of Arkansas Division of Agriculture	Little Rock, AR	Knowledge of current computer systems and software applications is preferred (software to include:. Screening information will be used in a confidential, non...
Material Handler	https://www.indeed.com/rc/clk?jk=a727747914fec90f&fccid=9d991c8d59f3c76b&vjs=3	American Air Filter Company	Fayetteville, AR 72701	Enter data/scan information into SAP system. Provide the Spinning Department with supplies needed to run production....
Continuous Process Improvement Co-op - Summer 2019	https://www.indeed.com/rc/clk?jk=2248fed875e8264d&fccid=26609c4a5ef7d18c&vjs=3	Cooper Tire & Rubber Company	Texarkana, AR	Must be currently enrolled in a Bachelor's degree program for Engineering. Works closely with reliability engineers to coordinate the development of engineering...
Barista/Café Server - Part-Time	https://www.indeed.com/rc/clk?jk=c685204f728bbd11&fccid=611ff94c5aca0534&vjs=3	Barnes & Noble	Jonesboro, AR	You should be capable of using a computer and cash register. Including but not limited to receiving, cashwrap, Information Desk and specialty areas • Act with...
Medical Sonographer	https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Bo5fTJSWtnyB2foVBn052TSZSzKkBUCj4s2e8Z9RrbRa4qnXVOz6K38-x5JH5g5TlIQFgLwd0dboMYnQ3VGIjyvj4ubt0SYoWajdZ7pDMh9g6TjyZU9jG3nDFZ1LRB-O9CGIKKNAC6dF4FPY0WrdRjVgLGeNo7fEvnWWWwikbh_azdg-McdhEAzIJkOrGCfjswT4_r78bsdOg2KGtahhj6qdFAa0XAjNO_1I6OUafoXjbvFlaN0s_cSxbm5L6D09On3_OvPMD54yf7iyM_LC3nuCnJBSRqVbPAm8T-Q8ZCzBOrxP4zQKNxz01Ar_rS4SJdMw7_3VhPz9VedLRB9DTduJEZp0VBUhEKNUZg9zC360c2JC4ubTXXkyeqhTTv3rAxGUdT_64QJzVTqgrRi9mUwEP4RsGP9L8mAtbba853XR39S7y4PX0IqIdd9pAYfWsQt3tE4e8V86aV0OBR7sHq49O6cXnWspcZth2IJzRfRcgwCdl1g5T-8TbeJzI8tNbEpI0w8k7rTgHsCvEyxllqZC_NidkwQSRNwSctBjXuk-9kK6_8BX6d&vjs=3&p=4&fvj=0	Kinetix	Little Rock, AR	Must be able to use various computer systems (PAC S, RIS, EPIC , etc). Are you ready to be a part of a progressive healthcare employer?...
Research and Development Engineer II, Senior	https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DbjhhtcCKZtpiZZBTnXGjxpYS9muGSMCOzzL9PKa-Of9XGptStQZUlyKYpGP2PihDRso-IpCAJWylzBIsm3F1pXpDezbUrxVHgLq8Ti6nyBEylvIAMfeDEj1EzTD0Et1QuVoInEHd-NmHL6VbRADo9vAKj9tenpGhrewPIwS3gldbtAbL4BJ6EDgLj5FCyfe_PL1_QXLKMB2Rh-y1Vbx7N0M5xPR2tCuYZ4WbiTsajhS059SlCaz5RFy7x-dyfZvRx70ZXXaMH-K7VorMMYU31Rtf1xLWER84FlTrHEqyJoFLHGRtelKzeaq94hLHYy6xvwb7LnRIg0Zb4qidnEWVNvoSLSMIc1K1u7D1aSPVxKDT6O-Tk_gMiIhg4DljP3Kf9SfSLAl65dPKfBiAge70MjL8vO-Wyu0Mfwfdbr-ra4HVR3sEoCOgl3Gl_KRh7X0YMhqCbbCAM3JWFahl-lcruLF17AlWGyPYrCyRZ67TqOoH2Ru3KJp2yZGh9wIH4t-WyO-RjY9_at1ltqy9RcYaP3R7hTht7gYVEIuwj7-8z93d82dBRkUH7KNDqsU3QSb4S-JKGFGokBKsxbyFx6b2ymV8o0PTxgrBkrlm0X6Pd_uMDx0YAGVChAo2MmO91bZNki_EEHR-hMeBoK-eVD9hViosJF1jgxCfYICtGuVvBiekyfRRojVQyvGH1ZIXU0Ts=&vjs=3&p=5&fvj=0	MIDCONTINENT INDEPENDENT SYSTEM OPERATOR INC	Little Rock, AR	Bachelor’s degree in Engineering, Operations Research, Computer Programming, Economics or related technical field, required....
Licensed Practical Nurse (LPN) @ Sherwood Urgent Care - PRN...	https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Cwgq1FDREjI4LAwMhT1pc_WuwKnPTcN3dKMbd5GYsq-nZoQdE3igVV45ocGvh9ow5yDrjlqQqrkDlQP89zSnFmHnm9WbbKWp1syTHZOX9N93YALvjmDbU230l_H18A77P9s1Joca9Ty20TZcne-Cq7v_2U0P_mVSy5XEeZ8BwSPCLbT2I1IM0dB8706PLNUg0iOxJ5zUl4ZIhN3q9E0kA-Nepl9m4jyf70qlKXmLc6PVsJX-B97VQrIhGxzm0Tpaz6Xwx9APO20wPqHGAq9zWhTGBOaMjr07T9kE0JIcwcbrJQ_2YKb0gEvf6YJJcQMkOYCSES2gNgk1rY2IPNys0F157TdeDqfiA8dYpub-I341MTrwkEKhIHsR_MfKZ2CYfWM9mMhfNbDi3sHsNm3aUZ9kntESU2B-ga0g_ZMuuMjTLu1Q0tmHNhTr3hkDZcyymyJyY2fYl8dfS4OGRi4rMLCkYlEKQsAQc_GXURQ8b5igcyDrObJN0ekznxwVt9lsFykWuv1odfc4AdKmCTS7gby4r3wvyTa8NJgX0pe3llNqVJuqn8JQnDn0AYR-8zzzIKiqs97ESeED0QeCOeZ7GKwwbmrZmLJbhjWcFy8lhIDu95lH-rAuQ_KxLMsF2nh8HL-GlEJ6q5CSKHSipGHZOiyql45e3AORY7NH6pKVdWHT-RvgQEn2aHiWCl1v5Qykf6StwhPozGp3xtLtsr3HgfSNl8ez-XYFKw_gTEGCSFm_kG8rzKUckrPxhIi8YN6ZA=&vjs=3&p=1&fvj=0	Urgent Team	Russellville, AR	Maintaining patient files, records, and other information. Sherwood Urgent Care is looking for an energetic and compassionate LPN to join our PRN team in...
Project Engineer/Tech Lead (5+ Years)	https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BUb3JruhXn4mSgdiLJJDT3XENk1Qf_UUsYdXsVZyiFsaKGdSIQBi_HoM-ShCPMTALdnR6e7F_onA7C6wBdYCK222Lh4i_t4QRi4CP4NrCm2YGfb9yETCqd6X4ie_X3l6YJGsNOcq4HSxZfZW81p23TRtYaCMeI02JRO_OQwQ7s5tFse_SFU9YKCcEZoGM4wXt1BVIRdkMtGPc_nEC3ErKfAnIyu3p36TA6Z35MEqPGg1QmgbqZdzO3ns0XoXIynu5-XzoahHK8KZ-F8YN9xEZUhXhn0no_EIsf637tkfbH35hk1V9L59XvV8aT4DruzVPxI1itUElO76YvADWH01YvN7uzBzo86Jp8oKoDreqhcBMnB8lxLHi7Nu284DqrlUuKbMnefA5bq3Yo7SO59TcbxZjygI1g07imBxaaJRJn1q-ta8ac0MyZ7mQAavL-PYasi3wpuaFqynN_kaeDM4PlObgcgmuLxRCMnaFJK5Sk_SnVA13X-BhRcojsMex-kp4=&vjs=3&p=2&fvj=1	Sun Technologies, Inc.	United States	Experience with implementation of software code including unit test code.*. Experience implementing best practices in Agile, Continuous Integration, Continuous...
